image,dx1,dy1,dx2,dy2,dx3,dy3,dx4,dy4
09015_0.jpg,-17,-31,5,-1,16,30,-7,-19
09015_1.jpg,20,17,3,-31,4,-3,-3,-21
09015_2.jpg,31,11,23,25,-3,20,31,31
09016_0.jpg,29,31,-11,28,-24,26,-18,11
09016_1.jpg,13,-6,-15,15,-32,12,-31,-9
09016_2.jpg,-25,-27,8,18,31,-18,-32,-15
09017_0.jpg,-7,21,14,-19,4,19,-9,-22
09017_1.jpg,28,-15,-4,16,-25,-7,-18,-1
09017_2.jpg,19,10,27,-18,8,-23,-3,20
09018_0.jpg,-24,-22,5,9,-21,12,-5,-30
09018_1.jpg,-21,22,-32,-16,29,-25,7,-6
09018_2.jpg,18,-26,13,-1,5,-3,-11,-10
09019_0.jpg,-5,-32,31,-28,-22,25,23,1
09019_1.jpg,5,11,-17,-15,-12,-4,-6,17
09019_2.jpg,0,22,-5,16,31,7,-21,23
09021_0.jpg,4,4,2,-16,-18,5,-24,7
09021_1.jpg,3,8,13,-23,13,10,19,-9
09021_2.jpg,-7,0,8,-11,-32,30,-14,25
09023_0.jpg,-31,31,-13,8,-24,24,13,25
09023_1.jpg,-17,4,-4,13,-18,7,-4,-31
09023_2.jpg,23,8,24,15,13,-28,-10,19
09024_0.jpg,20,-12,24,-23,-13,25,24,-3
09024_1.jpg,17,14,3,-10,-26,-26,-24,-27
09024_2.jpg,-16,19,-24,11,1,-28,-15,-2
09025_0.jpg,-7,3,-25,-5,-3,15,14,-31
09025_1.jpg,30,5,-12,24,-19,11,6,20
09025_2.jpg,14,-22,-23,28,16,-23,18,-15
09026_0.jpg,29,-10,-26,-6,0,4,29,26
09026_1.jpg,-4,-5,-27,23,20,9,22,28
09026_2.jpg,30,-1,11,-28,18,-23,18,-29
09027_0.jpg,31,-2,-23,-22,-4,2,-24,-12
09027_1.jpg,6,-20,-1,-19,27,-18,-16,-16
09027_2.jpg,-30,-10,-20,6,-22,13,25,-3
09031_0.jpg,-18,13,28,1,-1,-31,24,2
09031_1.jpg,1,-15,-16,-31,19,11,2,24
09031_2.jpg,10,-26,-24,-6,-4,-8,19,-17
09032_0.jpg,-16,8,15,22,15,29,21,12
09032_1.jpg,-9,4,9,-29,-1,27,-4,-14
09032_2.jpg,-28,-21,26,23,-19,-30,-5,-6
09033_0.jpg,12,28,-28,17,-24,23,12,21
09033_1.jpg,-14,17,-12,1,25,23,30,-11
09033_2.jpg,-2,-12,0,21,-29,23,-15,-15
09035_0.jpg,-23,-12,10,7,11,18,-5,9
09035_1.jpg,14,6,-17,-23,22,5,8,-14
09035_2.jpg,5,-12,9,-12,1,25,11,20
09036_0.jpg,-18,29,-23,-14,16,4,21,-9
09036_1.jpg,31,30,31,-26,1,30,-30,-30
09036_2.jpg,18,9,-9,-25,9,17,-2,23
09037_0.jpg,-31,-16,-19,18,8,-29,-15,8
09037_1.jpg,24,-14,11,-6,8,10,-29,14
09037_2.jpg,-8,0,-28,29,-26,17,11,12
09038_0.jpg,19,22,-21,22,14,-25,5,22
09038_1.jpg,20,-8,14,27,30,-29,-10,3
09038_2.jpg,-27,28,-6,-6,9,20,2,27
09041_0.jpg,15,-14,-26,-26,-7,15,11,28
09041_1.jpg,21,-12,5,-2,-30,13,19,-5
09041_2.jpg,-9,18,20,10,28,20,-15,-15
09042_0.jpg,9,-4,3,-25,-31,-8,16,-21
09042_1.jpg,6,8,17,23,-14,22,30,23
09042_2.jpg,18,10,10,17,-13,25,24,-14
09045_0.jpg,-13,24,26,6,-23,-21,1,-10
09045_1.jpg,14,28,-10,-13,21,-10,4,-12
09045_2.jpg,-1,11,-28,9,9,-28,5,1
09047_0.jpg,12,-16,-28,4,-16,20,-15,10
09047_1.jpg,-6,8,-21,0,0,24,27,20
09047_2.jpg,26,27,-4,23,-5,28,3,8
09048_0.jpg,-25,-13,-25,-17,-27,17,29,-21
09048_1.jpg,10,8,2,-32,18,-9,-23,23
09048_2.jpg,-19,-12,11,-1,-10,-21,-23,-11
09049_0.jpg,-23,-29,-20,-3,3,-7,-29,18
09049_1.jpg,23,21,14,-14,-7,20,2,17
09049_2.jpg,22,9,29,-17,11,-27,-13,-25
09050_0.jpg,-14,-26,18,-19,11,19,28,10
09050_1.jpg,6,31,1,-24,21,12,-8,-31
09050_2.jpg,16,-30,-13,-4,11,-11,8,28
09051_0.jpg,-10,20,-16,19,-7,-9,-5,15
09051_1.jpg,4,-15,14,-27,16,21,23,-29
09051_2.jpg,18,-29,6,-31,24,3,8,30
09052_0.jpg,-2,20,1,19,30,28,1,-30
09052_1.jpg,23,18,-2,0,-10,-4,-30,-24
09052_2.jpg,-24,-7,21,-28,-27,30,3,-30
09053_0.jpg,2,-32,-8,-30,-32,17,-9,21
09053_1.jpg,1,4,18,-30,-28,-9,21,-16
09053_2.jpg,-4,-24,0,-16,-8,23,-20,-22
09054_0.jpg,13,-4,28,1,6,27,1,18
09054_1.jpg,30,2,-12,26,30,-31,-13,20
09054_2.jpg,-7,-1,7,-7,-10,11,-30,-25
09055_0.jpg,13,14,22,8,7,3,-13,-25
09055_1.jpg,7,-2,-26,-19,1,-23,-24,27
09055_2.jpg,-5,-29,-9,-17,6,0,-28,-10
09057_0.jpg,31,-31,-27,-10,-13,-15,8,31
09057_1.jpg,-32,-16,19,26,-1,-31,24,-18
09057_2.jpg,21,5,13,18,30,2,14,30
09058_0.jpg,-25,11,-14,-7,16,3,12,9
09058_1.jpg,-4,-23,29,26,-2,-26,5,4
09058_2.jpg,12,26,-18,-24,17,-7,-1,7
09060_0.jpg,-32,-17,-17,10,-23,-23,-22,-9
09060_1.jpg,4,-19,3,27,-9,11,14,-30
09060_2.jpg,-5,-13,-16,-6,24,-3,-5,4
09061_0.jpg,-23,-16,-27,-19,11,-22,6,-30
09061_1.jpg,-20,-18,-21,9,12,-20,16,15
09061_2.jpg,-25,-28,-30,4,30,7,-5,3
09062_0.jpg,-8,29,19,5,19,-2,11,17
09062_1.jpg,-6,8,-16,0,27,-13,-22,30
09062_2.jpg,4,-29,-23,11,17,31,23,-12
09063_0.jpg,30,1,-23,21,-5,21,-7,-10
09063_1.jpg,-23,-30,-12,-29,0,14,-8,-28
09063_2.jpg,16,-28,0,7,20,-17,3,-28
09064_0.jpg,-10,-7,27,8,-32,27,-11,2
09064_1.jpg,15,-24,-10,-4,-24,-22,29,-32
09064_2.jpg,4,-23,-16,20,18,-3,-6,20
09065_0.jpg,11,28,-29,15,-20,-7,15,-11
09065_1.jpg,8,3,-6,17,-25,-2,-31,-27
09065_2.jpg,-27,-16,-20,-18,-25,12,-25,11
09066_0.jpg,24,21,-18,25,-2,-2,2,-23
09066_1.jpg,10,-5,20,-10,-14,-21,-25,-16
09066_2.jpg,-3,16,11,-24,16,18,-6,4
09067_0.jpg,3,-32,22,-3,19,-12,-14,-5
09067_1.jpg,10,-31,30,-24,-25,-6,-18,-32
09067_2.jpg,21,-32,28,-2,-12,8,2,11
09068_0.jpg,9,16,0,10,14,-32,11,-21
09068_1.jpg,-7,-22,10,22,20,20,-27,17
09068_2.jpg,-26,-24,29,-11,-15,16,-22,-19
09070_0.jpg,18,14,26,-26,-19,-5,27,-23
09070_1.jpg,22,18,-15,-24,29,1,8,27
09070_2.jpg,31,3,-7,-15,4,-3,30,-26
09071_0.jpg,21,19,3,9,0,-6,14,19
09071_1.jpg,24,-29,12,12,1,-26,18,15
09071_2.jpg,25,-10,-1,2,-14,-30,-25,-21
09072_0.jpg,19,-28,-5,-28,-23,6,-18,14
09072_1.jpg,31,-1,19,-5,-17,19,23,12
09072_2.jpg,-11,-9,-20,-17,15,-26,13,26
09073_0.jpg,-2,-15,-19,-22,24,12,-14,-3
09073_1.jpg,-20,-6,-32,-24,-5,11,-27,-18
09073_2.jpg,7,23,19,-4,-12,-26,8,-20
09074_0.jpg,-20,-14,7,1,-24,13,-4,20
09074_1.jpg,21,-17,-6,1,16,-27,30,-26
09074_2.jpg,-27,-6,15,20,6,-2,9,-28
09076_0.jpg,-9,-3,19,-18,26,-23,-18,-25
09076_1.jpg,19,-4,2,6,-4,-1,22,13
09076_2.jpg,-1,26,6,-9,-27,-18,4,-2
09077_0.jpg,-17,-1,17,1,31,28,30,-8
09077_1.jpg,-15,-20,22,21,-12,25,-27,-31
09077_2.jpg,21,31,-1,-15,-3,-16,23,9
09079_0.jpg,-19,6,8,13,-5,-15,-28,-17
09079_1.jpg,24,-23,15,10,30,-3,-12,-4
09079_2.jpg,26,-21,-13,12,20,-24,30,-26
09080_0.jpg,-4,4,-6,4,-13,-17,-3,-5
09080_1.jpg,-4,-26,-7,-9,-7,25,31,-22
09080_2.jpg,19,15,9,-9,3,-5,-30,19
09081_0.jpg,22,-11,-31,4,17,1,-16,10
09081_1.jpg,-1,23,17,-25,-25,21,30,-5
09081_2.jpg,-18,-2,10,-8,-8,-26,-20,-31
09082_0.jpg,-17,-4,25,-24,23,2,14,-17
09082_1.jpg,17,-32,28,-13,-8,13,19,-27
09082_2.jpg,20,-29,-5,-17,1,0,-14,19
09085_0.jpg,1,-22,23,-11,25,19,-25,4
09085_1.jpg,-4,7,-15,8,0,17,15,30
09085_2.jpg,-19,-7,17,3,21,24,-1,12
09086_0.jpg,-22,-14,-28,-29,1,4,7,1
09086_1.jpg,29,20,-7,-4,-18,25,13,-28
09086_2.jpg,-17,-20,7,12,-32,-32,-26,11
09088_0.jpg,-4,11,6,-25,19,28,1,17
09088_1.jpg,-1,-4,6,5,0,0,-5,-27
09088_2.jpg,-7,12,-27,-9,29,16,-7,-10
09089_0.jpg,19,22,1,-28,21,-29,22,11
09089_1.jpg,4,2,-22,-4,-25,7,7,-13
09089_2.jpg,-5,10,11,20,-10,7,-9,-9
09090_0.jpg,-11,-1,-25,16,18,23,13,10
09090_1.jpg,3,-31,-1,28,29,21,-23,-31
09090_2.jpg,-4,-24,-25,31,-28,-18,-30,-16
09092_0.jpg,28,-5,-26,-12,8,-9,-25,19
09092_1.jpg,19,29,-19,21,-31,-18,26,9
09092_2.jpg,29,17,-23,-9,1,13,8,-9
09094_0.jpg,22,31,1,-17,11,21,3,-12
09094_1.jpg,-20,-11,-25,-23,-17,-26,-10,-6
09094_2.jpg,-28,10,-31,2,7,11,-12,2
09095_0.jpg,16,-31,15,-25,17,9,3,-8
09095_1.jpg,-26,-19,-9,-13,4,-24,-18,-15
09095_2.jpg,20,27,30,19,30,23,1,26
09097_0.jpg,18,12,2,8,18,-11,22,-22
09097_1.jpg,24,-11,8,7,-12,-21,13,-18
09097_2.jpg,29,4,-22,3,17,13,-18,-9
09100_0.jpg,1,7,-9,-20,23,22,0,17
09100_1.jpg,-12,11,21,9,-4,-29,28,-22
09100_2.jpg,-10,-30,6,-27,21,-16,14,-5
09101_0.jpg,-28,-16,18,31,-20,15,23,15
09101_1.jpg,-6,6,-7,10,13,10,19,-8
09101_2.jpg,-14,-5,-8,-24,24,24,10,27
09103_0.jpg,31,-11,4,-2,-11,23,-2,8
09103_1.jpg,15,-28,-8,-12,10,25,22,27
09103_2.jpg,-12,-16,-28,20,-19,-28,23,0
09114_0.jpg,-15,26,4,17,7,-12,29,-21
09114_1.jpg,4,18,9,-15,14,-21,-10,17
09114_2.jpg,31,-6,0,-4,16,1,-10,-15
09115_0.jpg,-3,-30,11,-13,-12,-30,31,-25
09115_1.jpg,2,28,21,11,10,23,-17,25
09115_2.jpg,-18,15,31,0,-26,-1,-30,10
09116_0.jpg,-21,20,8,25,-32,31,27,1
09116_1.jpg,18,7,4,-18,6,-17,4,-23
09116_2.jpg,-30,19,17,16,-28,-18,17,-15
09117_0.jpg,-26,-6,16,-32,28,13,0,-16
09117_1.jpg,-7,-11,-20,-3,24,5,25,26
09117_2.jpg,0,7,29,-4,-14,-8,29,-2
09119_0.jpg,13,19,28,31,13,7,19,-4
09119_1.jpg,-32,31,-6,27,6,8,16,-13
09119_2.jpg,0,23,16,27,-13,5,-4,20
09120_0.jpg,-25,19,-3,12,13,-32,13,25
09120_1.jpg,-25,27,10,26,29,-14,-10,25
09120_2.jpg,21,-31,3,13,-9,-26,0,-11
09121_0.jpg,-17,25,12,-22,-26,0,5,16
09121_1.jpg,-19,19,26,20,17,-21,20,20
09121_2.jpg,15,-5,-4,-14,-11,18,-1,-21
09122_0.jpg,-7,3,18,19,-11,-10,-22,0
09122_1.jpg,8,19,6,31,7,27,-9,-22
09122_2.jpg,13,7,-30,-31,15,-17,14,3
09123_0.jpg,-16,-24,-12,25,11,-21,-25,8
09123_1.jpg,29,-20,3,-21,-2,-29,-30,2
09123_2.jpg,-10,-6,15,-10,17,25,-24,-22
09124_0.jpg,14,-1,-32,-12,3,-20,-29,-19
09124_1.jpg,-32,31,-28,4,-23,-27,-31,-32
09124_2.jpg,-7,29,-8,-6,9,14,4,-8
09125_0.jpg,-16,29,24,6,-30,10,15,27
09125_1.jpg,21,13,-18,7,-29,6,18,24
09125_2.jpg,23,27,-25,12,-30,-15,-24,-12
09126_0.jpg,-20,11,11,-5,-32,16,-1,22
09126_1.jpg,26,-11,16,-26,4,-7,-9,23
09126_2.jpg,9,0,-26,-12,-7,-29,23,-10
09127_0.jpg,24,-2,-6,6,-29,19,4,16
09127_1.jpg,-26,17,10,18,-12,-18,23,18
09127_2.jpg,-4,-9,14,-1,-29,28,-14,-18
09128_0.jpg,-27,30,-10,12,16,-12,-26,-16
09128_1.jpg,6,-30,22,25,5,-1,2,26
09128_2.jpg,-11,-14,-17,8,-27,-25,-27,26
09132_0.jpg,30,8,17,-27,26,-16,-8,4
09132_1.jpg,20,27,2,-21,-16,5,29,-3
09132_2.jpg,28,15,22,-30,-8,4,19,26
09135_0.jpg,-8,30,25,18,22,-1,-7,-5
09135_1.jpg,17,26,-21,18,4,20,-5,-15
09135_2.jpg,-5,10,-13,-19,31,-25,-25,-25
09136_0.jpg,22,11,-11,19,-15,-25,-8,0
09136_1.jpg,-8,-23,-11,14,-16,-25,3,24
09136_2.jpg,29,-30,-21,-31,3,16,14,5
09137_0.jpg,6,4,-14,5,-2,-11,-27,8
09137_1.jpg,-1,11,-9,27,18,7,28,3
09137_2.jpg,12,16,13,-20,13,-1,-6,25
09140_0.jpg,22,-9,-11,-17,10,27,-28,-24
09140_1.jpg,-14,-13,15,16,22,-4,-1,20
09140_2.jpg,12,0,-8,-26,-30,25,-23,3
09141_0.jpg,-21,31,22,-6,-19,-7,19,-15
09141_1.jpg,-29,0,-16,26,31,25,5,-32
09141_2.jpg,27,-2,-25,-20,1,-2,1,14
09142_0.jpg,-11,-8,22,22,3,2,15,-24
09142_1.jpg,1,2,13,-10,8,-10,27,8
09142_2.jpg,-31,-28,0,-2,7,4,-18,-20
09143_0.jpg,16,2,25,12,26,8,2,-31
09143_1.jpg,-25,28,30,20,-28,15,31,-28
09143_2.jpg,-6,5,27,-26,2,16,-25,-14
09144_0.jpg,28,26,-14,24,7,3,-16,26
09144_1.jpg,29,-5,4,22,-25,26,-2,-3
09144_2.jpg,27,-5,2,19,19,-32,-7,13
09145_0.jpg,-27,-32,27,-9,22,22,-12,-29
09145_1.jpg,1,28,-1,-28,-25,11,-23,-26
09145_2.jpg,-32,26,-28,-17,19,-19,31,-26
09146_0.jpg,-26,17,-19,-15,27,18,25,-1
09146_1.jpg,6,-1,-3,-24,6,-14,14,-24
09146_2.jpg,23,-25,8,14,15,-7,22,-21
09147_0.jpg,-12,-22,-2,-8,16,-3,-26,-20
09147_1.jpg,-21,18,-6,-19,1,-4,-27,-12
09147_2.jpg,-26,-29,23,-4,-21,-3,-5,25
09148_0.jpg,-28,-11,2,-1,3,-11,17,15
09148_1.jpg,-30,-12,30,26,-30,17,6,1
09148_2.jpg,-29,4,2,14,27,11,18,-28
09149_0.jpg,5,10,-10,-5,2,4,17,15
09149_1.jpg,18,12,-25,18,-17,-28,-23,2
09149_2.jpg,20,-15,-13,14,24,27,-17,17
09151_0.jpg,-24,31,25,-6,-16,23,-6,-21
09151_1.jpg,-14,-31,17,21,-20,21,30,23
09151_2.jpg,30,7,26,11,23,-10,-18,18
09152_0.jpg,-13,-14,10,-26,13,25,-22,9
09152_1.jpg,-31,16,-8,2,9,-31,18,17
09152_2.jpg,1,-11,-18,6,-29,7,25,19
09153_0.jpg,-8,20,6,16,-12,-20,-25,-6
09153_1.jpg,12,-19,6,-31,-29,-8,-9,12
09153_2.jpg,23,-29,-32,16,23,28,2,20
09154_0.jpg,-30,0,3,-14,9,0,28,-27
09154_1.jpg,-2,-9,-13,-7,27,2,-15,22
09154_2.jpg,25,6,-27,6,21,-4,-22,29
09156_0.jpg,29,22,-9,-13,10,25,-29,-6
09156_1.jpg,-23,-29,-3,10,22,-10,-3,-32
09156_2.jpg,22,-3,-6,-19,13,-26,-19,14
09157_0.jpg,1,21,17,-30,15,-27,13,-31
09157_1.jpg,-23,16,31,-30,3,-22,29,-4
09157_2.jpg,-27,-13,15,-16,19,-19,10,-32
09159_0.jpg,-17,25,0,-21,3,-19,-18,15
09159_1.jpg,-22,17,-10,4,-28,19,-25,27
09159_2.jpg,-23,-22,-27,-20,-27,24,-13,7
09160_0.jpg,-16,0,9,-11,-15,-30,21,-15
09160_1.jpg,29,-26,13,-26,-32,-12,-21,-19
09160_2.jpg,2,-16,14,12,-12,19,28,-2
09161_0.jpg,29,-17,-14,-31,-17,1,18,29
09161_1.jpg,19,-25,-25,-9,28,8,4,-18
09161_2.jpg,9,9,5,-21,-30,28,13,-19
09162_0.jpg,-26,-4,-21,-29,-15,15,20,-19
09162_1.jpg,20,24,29,-32,-13,6,-1,13
09162_2.jpg,26,-11,8,-8,-32,13,28,6
09163_0.jpg,21,9,-28,6,14,7,-21,27
09163_1.jpg,-16,-18,-22,9,-31,-14,1,27
09163_2.jpg,-11,19,3,-28,-26,21,24,-15
09164_0.jpg,19,17,1,-24,13,-25,-25,-23
09164_1.jpg,-4,26,-30,21,20,3,22,10
09164_2.jpg,-24,-28,21,5,-1,19,24,22
09165_0.jpg,-19,-10,-6,1,-4,18,15,-26
09165_1.jpg,-19,-21,-18,30,16,-22,-31,22
09165_2.jpg,4,19,-31,-21,9,-27,-20,-3
09166_0.jpg,-30,-16,20,24,20,-26,19,-32
09166_1.jpg,-29,8,24,31,15,-15,-7,-23
09166_2.jpg,8,10,29,2,12,-3,-17,-3
09167_0.jpg,-9,12,26,-29,23,18,-25,17
09167_1.jpg,17,11,25,-2,-1,25,-9,-3
09167_2.jpg,3,-12,-29,-6,15,30,9,13
09168_0.jpg,30,10,-32,-19,5,-22,-28,-4
09168_1.jpg,19,28,-17,7,-28,-7,-16,-30
09168_2.jpg,-23,18,2,11,21,-7,-26,-20
09170_0.jpg,-29,-29,14,-29,21,15,9,7
09170_1.jpg,16,23,-9,-23,20,-6,-19,23
09170_2.jpg,-22,-30,20,15,14,-27,5,16
09171_0.jpg,-28,21,13,1,-17,-13,22,-3
09171_1.jpg,-11,19,-26,26,19,5,-7,-8
09171_2.jpg,-2,-20,-4,-30,7,17,29,-31
09172_0.jpg,2,-22,-16,-5,9,14,-12,-27
09172_1.jpg,24,10,-10,0,-12,26,27,-3
09172_2.jpg,-7,18,13,-6,16,-17,21,-13
09173_0.jpg,24,-6,-16,31,3,31,-10,-26
09173_1.jpg,16,22,2,14,-14,1,15,-24
09173_2.jpg,23,-13,20,-29,1,28,29,-9
09174_0.jpg,-20,12,-22,7,-11,1,0,-19
09174_1.jpg,-21,4,-30,27,-2,-25,-18,-1
09174_2.jpg,-7,19,31,0,27,21,19,-8
09175_0.jpg,-19,-19,-24,7,18,18,-24,-27
09175_1.jpg,4,-14,-16,18,-19,31,5,11
09175_2.jpg,20,-17,13,-3,22,25,30,-12
09176_0.jpg,27,22,-12,10,3,10,-13,-16
09176_1.jpg,-10,-3,14,21,-3,29,-9,-6
09176_2.jpg,2,-19,16,8,17,10,11,-11
09177_0.jpg,25,19,12,-21,12,-16,-8,31
09177_1.jpg,-31,-29,-28,-17,5,0,-12,-29
09177_2.jpg,10,-31,29,-26,12,-26,1,11
09178_0.jpg,13,29,26,10,-24,-8,15,16
09178_1.jpg,29,-21,14,-15,-11,6,29,24
09178_2.jpg,26,8,-25,28,-11,7,-6,-25
09179_0.jpg,16,20,-9,20,-7,-21,-20,23
09179_1.jpg,25,-24,-17,19,-16,6,-18,6
09179_2.jpg,-26,-27,-22,-4,-23,-3,7,-12
09180_0.jpg,-10,-17,31,23,-1,-22,15,23
09180_1.jpg,5,16,-15,-24,-2,29,14,25
09180_2.jpg,-9,-18,-28,-29,-23,31,30,29
09181_0.jpg,-11,26,1,-11,27,17,-16,-22
09181_1.jpg,-11,-29,-21,9,12,26,-20,24
09181_2.jpg,-24,-32,-4,0,4,-30,-1,14
09182_0.jpg,25,-4,-2,2,20,-6,-9,5
09182_1.jpg,-14,30,-9,27,4,-7,25,-25
09182_2.jpg,31,19,0,0,-11,-3,-29,2
09183_0.jpg,-14,1,-7,19,19,-7,-10,11
09183_1.jpg,-14,-3,-18,24,23,-20,-11,1
09183_2.jpg,1,-5,-16,27,4,21,13,1
09185_0.jpg,31,-11,-1,16,29,-9,18,-17
09185_1.jpg,-24,-4,30,-30,-29,2,22,16
09185_2.jpg,5,-18,3,-32,-10,4,-25,14
09186_0.jpg,-14,-10,3,27,-17,-19,-28,-17
09186_1.jpg,-12,-1,0,-2,21,-20,-24,-22
09186_2.jpg,-18,23,17,12,24,-18,0,-6
09187_0.jpg,6,18,-22,20,-24,-16,23,-15
09187_1.jpg,-24,-1,-25,-32,-24,2,30,6
09187_2.jpg,13,-28,-32,2,30,12,20,-15
09188_0.jpg,-22,-30,-25,-23,4,-1,26,5
09188_1.jpg,26,-23,16,-32,-23,17,1,-21
09188_2.jpg,-21,-17,13,-8,-18,3,21,18
09189_0.jpg,-6,-22,5,-22,-5,24,-11,16
09189_1.jpg,7,-11,-12,-4,8,16,-30,2
09189_2.jpg,-23,-12,-12,-20,-22,-21,-26,30
09190_0.jpg,-16,10,2,11,14,22,3,3
09190_1.jpg,-25,-28,15,-4,13,-6,23,-1
09190_2.jpg,15,-17,-8,-12,-2,-13,-22,19
09192_0.jpg,-12,26,-4,28,30,6,8,-14
09192_1.jpg,-4,12,5,15,15,-28,-17,-3
09192_2.jpg,28,11,14,-21,12,-30,9,-5
09194_0.jpg,11,-18,-21,7,24,9,1,10
09194_1.jpg,-22,19,4,-28,-10,2,6,-4
09194_2.jpg,20,16,0,-15,-28,23,-12,9
09199_0.jpg,14,-21,2,-2,-24,21,23,-31
09199_1.jpg,23,10,-15,22,28,8,7,-24
09199_2.jpg,-23,-32,-18,-21,-26,-21,-31,-9
09200_0.jpg,11,-20,-12,23,20,6,2,17
09200_1.jpg,7,27,-24,2,-18,7,-14,-22
09200_2.jpg,0,-14,-16,2,23,11,-4,12
09212_0.jpg,25,13,-30,-9,21,-3,19,15
09212_1.jpg,-24,-32,-4,-15,24,29,-24,-3
09212_2.jpg,-14,19,16,8,31,-31,23,9
09214_0.jpg,-4,17,-18,-5,-11,-28,6,28
09214_1.jpg,-6,-25,10,22,14,19,16,22
09214_2.jpg,-6,-26,12,-28,31,-32,20,24
09217_0.jpg,10,18,14,13,-16,18,25,-31
09217_1.jpg,18,23,-30,-26,-7,6,-22,-3
09217_2.jpg,27,-7,-32,15,-20,20,9,-22
09223_0.jpg,-9,9,21,-17,4,11,-28,-18
09223_1.jpg,-16,-25,3,12,8,30,10,7
09223_2.jpg,6,-5,-9,26,-8,7,-25,20
09224_0.jpg,-20,-27,-12,-22,27,-9,5,-24
09224_1.jpg,24,-20,16,-5,-1,-4,13,21
09224_2.jpg,-14,1,-10,20,-21,2,-28,-32
09225_0.jpg,4,-1,15,13,26,9,-21,3
09225_1.jpg,25,17,-11,10,-26,-29,11,8
09225_2.jpg,-22,18,14,-7,-24,26,17,-24
09226_0.jpg,1,-5,21,11,0,-1,-31,-18
09226_1.jpg,25,9,2,19,-27,3,-26,7
09226_2.jpg,-2,-32,11,3,3,16,-2,-25
09227_0.jpg,-8,-27,24,-24,-29,24,23,-8
09227_1.jpg,-14,-22,-13,15,-14,-20,-3,-21
09227_2.jpg,-13,-4,24,-21,-2,-30,-11,0
09228_0.jpg,-28,21,-26,-13,-10,-9,-25,-23
09228_1.jpg,-6,5,0,-11,-7,-23,7,-7
09228_2.jpg,29,17,-7,21,21,-29,-23,9
09229_0.jpg,-4,-2,30,-23,-3,-21,-4,8
09229_1.jpg,-12,-3,-23,13,31,29,31,-18
09229_2.jpg,31,-21,4,-21,-27,5,10,-8
09230_0.jpg,18,1,25,-31,28,-25,15,-3
09230_1.jpg,24,11,-1,-5,10,-15,6,-20
09230_2.jpg,10,31,20,-20,-16,-27,4,-4
09231_0.jpg,23,13,-12,-27,-30,7,14,-13
09231_1.jpg,-11,-29,0,31,18,-26,-19,0
09231_2.jpg,18,-29,26,-13,-26,-21,-22,19
09232_0.jpg,-18,-2,-6,-4,-31,17,10,-5
09232_1.jpg,19,15,0,-6,18,20,29,14
09232_2.jpg,12,5,-29,11,-5,-32,-15,-23
09233_0.jpg,-3,-17,-25,-12,28,7,19,-8
09233_1.jpg,26,0,2,-12,-32,28,24,-24
09233_2.jpg,5,21,11,16,8,-9,23,14
09234_0.jpg,-27,26,-30,-23,-8,-24,-7,24
09234_1.jpg,-24,-6,-7,8,16,-17,-1,1
09234_2.jpg,13,-5,-30,-31,-31,16,-5,-8
09235_0.jpg,17,-21,30,4,10,14,29,27
09235_1.jpg,-28,-21,14,-22,22,6,3,-6
09235_2.jpg,11,26,9,8,0,17,13,-25
09236_0.jpg,-18,2,2,5,11,12,3,20
09236_1.jpg,21,19,-19,-27,-11,-12,4,15
09236_2.jpg,11,-1,-21,-19,-12,-18,-3,-8
09237_0.jpg,28,16,21,-26,-9,14,9,29
09237_1.jpg,24,-28,24,13,-6,-18,-10,5
09237_2.jpg,24,21,26,16,13,-7,18,8
09238_0.jpg,-27,-2,-8,12,20,11,6,-3
09238_1.jpg,31,25,-22,27,5,-23,-27,13
09238_2.jpg,-22,-15,-23,16,4,-27,-14,7
09239_0.jpg,-13,-1,-17,-7,-24,-11,-1,-8
09239_1.jpg,20,-31,0,-7,-19,-18,9,-6
09239_2.jpg,1,-26,-10,19,31,-31,-30,-30
09240_0.jpg,25,-23,-29,10,6,11,20,4
09240_1.jpg,15,-10,-23,29,-1,-8,-21,-24
09240_2.jpg,21,-13,11,-2,-4,-24,-27,-18
09241_0.jpg,-4,-7,13,8,-21,-22,-13,7
09241_1.jpg,-1,-31,-18,-3,9,-32,17,5
09241_2.jpg,-21,-26,-22,-21,-16,0,-15,-5
09243_0.jpg,-16,9,16,22,-3,24,1,0
09243_1.jpg,16,-10,-11,-25,26,10,-3,-17
09243_2.jpg,16,-19,-18,-30,21,-14,11,-23
09245_0.jpg,11,13,-20,15,-4,-22,18,10
09245_1.jpg,4,-6,26,-18,-20,-5,-28,-31
09245_2.jpg,-8,31,26,0,-20,16,9,-12
09246_0.jpg,-17,20,-32,-22,-22,16,1,13
09246_1.jpg,17,-10,-16,-8,-22,7,-4,-17
09246_2.jpg,6,-19,5,-13,27,-20,-20,-17
09247_0.jpg,2,-8,-32,16,13,-14,13,-32
09247_1.jpg,-18,-9,-26,-27,-30,-22,4,-3
09247_2.jpg,7,-18,15,-10,30,2,-8,-17
09248_0.jpg,16,17,10,-10,9,-21,-22,-12
09248_1.jpg,-22,-26,-5,-25,12,15,-14,-30
09248_2.jpg,26,16,-30,27,-19,-13,17,-24
09249_0.jpg,-28,7,23,-1,-10,14,-15,29
09249_1.jpg,-21,-21,-18,-23,-27,9,-5,-3
09249_2.jpg,20,-1,25,-15,-29,-14,31,21
09250_0.jpg,10,27,-4,-15,15,13,-28,21
09250_1.jpg,5,-5,26,22,-17,15,-14,-24
